1956,22,1.0585921
1860,16,1.0581118
1875,17,1.0713900
1840,14,1.0774842
1928,20,1.0592409
1747,9,1.0509210
1855,15,1.0935153
1880,17,1.0806257
2005,25,1.0847192
1924,20,1.0653236
