OPTIMAL,2087,13,2.090
OPTIMAL,2097,14,2.030
OPTIMAL,2237,22,2.047
OPTIMAL,2230,21,2.096
OPTIMAL,2290,25,2.103
OPTIMAL,2027,10,2.520
OPTIMAL,2141,16,2.595
OPTIMAL,2143,17,2.246
OPTIMAL,2187,19,2.095
OPTIMAL,2048,11,2.043
