600;30,3229158
700;38,2718413
800;42,5701664
50;1,5739118
75;2,6098814
100;3,1931535
125;4,3428004
150;6,1784588
175;6,4180395
200;6,6152894
225;7,7735914
250;8,7792438
275;9,3925581
300;11,2377150
325;12,3448737
350;12,2750881
375;14,3127274
400;16,5214933
425;18,2388309
450;20,1372097
475;21,5398447
500;23,1760425
