1747,9,0.2886519
1753,9,0.2795765
1816,13,0.2769905
1767,10,0.2895790
1906,19,0.2945081
1798,12,0.2887232
1827,14,0.2807541
1920,19,0.2900104
1840,14,0.2994504
1807,12,0.2933810
