OPTIMAL;1440;12;0,999
OPTIMAL;1343;4;1,029
OPTIMAL;1362;6;1,020
OPTIMAL;1418;10;1,040
OPTIMAL;1469;14;1,033
OPTIMAL;1389;8;1,034
OPTIMAL;1375;7;1,027
OPTIMAL;1286;0;1,049
OPTIMAL;1396;9;1,052
OPTIMAL;1419;10;1,041
OPTIMAL;2087;13;2,090
OPTIMAL;2097;14;2,030
OPTIMAL;2237;22;2,047
OPTIMAL;2230;21;2,096
OPTIMAL;2290;25;2,103
OPTIMAL;2027;10;2,520
OPTIMAL;2141;16;2,595
OPTIMAL;2143;17;2,246
OPTIMAL;2187;19;2,095
OPTIMAL;2048;11;2,043
