7;0,002745;0,583302;0,216708
8;0,004206;0,584771;0,256060
9;0,004627;0,587420;0,281952
10;0,005191;0,604015;0,312119
11;0,007711;0,622879;0,346114
12;0,008621;0,678940;0,453848
13;0,011568;0,775668;0,534597
14;0,010578;0,650653;0,443184
15;0,013645;0,675565;0,487273
16;0,016985;0,783807;0,648031
17;0,017373;0,705765;0,571135
18;0,021965;0,809219;0,719749
19;0,024760;0,829638;0,776962
20;0,028676;0,832619;0,830484
21;0,034251;0,881167;0,880893
22;0,042837;0,900698;0,940716
23;0,040613;0,891736;0,935147
24;0,045446;0,907416;0,989743
