OPTIMAL,1798,12,1.694
OPTIMAL,1760,9,1.744
OPTIMAL,1775,10,1.737
OPTIMAL,1719,7,1.736
OPTIMAL,1853,15,1.788
OPTIMAL,1802,12,1.741
OPTIMAL,1830,14,1.759
OPTIMAL,1926,20,1.758
OPTIMAL,1847,15,1.760
OPTIMAL,1907,19,1.749
