BETA,3,1825,13,1.816
BETA,3,1849,15,1.801
BETA,3,1799,12,1.809
BETA,3,1839,14,1.833
BETA,3,1831,14,1.851
BETA,3,1842,15,1.865
BETA,3,1835,14,1.949
BETA,3,1807,12,1.972
BETA,3,1920,19,1.841
BETA,3,1756,9,1.953
